PARAMETER,LAT,LON,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CLRSKY_SFC_SW_DWN,29.75,87.25,7.32,7.25,7.26,7.26,7.24,7.27,7.25,7.25,7.21,7.24,7.23,7.24,7.26,7.25,7.23,7.21,7.2,7.2,7.2,7.2,7.2
CLRSKY_SFC_SW_DWN,29.75,87.75,7.32,7.25,7.26,7.26,7.24,7.27,7.25,7.25,7.21,7.24,7.23,7.24,7.26,7.25,7.23,7.21,7.2,7.2,7.2,7.2,7.2
CLRSKY_SFC_SW_DWN,29.75,88.25,7.31,7.21,7.22,7.23,7.21,7.24,7.22,7.23,7.18,7.21,7.2,7.21,7.23,7.22,7.19,7.17,7.17,7.17,7.17,7.17,7.17
CLRSKY_SFC_SW_DWN,30.25,79.75,7.04,6.8,6.81,6.8,6.8,6.8,6.77,6.76,6.75,6.84,6.74,6.76,6.75,6.75,6.77,6.77,6.76,6.77,6.72,6.73,6.81
CLRSKY_SFC_SW_DWN,30.25,80.25,7.32,7.09,7.11,7.11,7.09,7.08,7.05,7.03,7.05,7.11,7.04,7.08,7.07,7.08,7.12,7.09,7.03,7.07,7.05,7.06,7.11
CLRSKY_SFC_SW_DWN,30.25,80.75,7.32,7.09,7.11,7.11,7.09,7.08,7.05,7.03,7.05,7.11,7.04,7.08,7.07,7.08,7.12,7.09,7.03,7.07,7.05,7.06,7.11
CLRSKY_SFC_SW_DWN,30.25,81.25,7.3,7.14,7.16,7.16,7.15,7.14,7.11,7.09,7.1,7.18,7.1,7.13,7.13,7.13,7.17,7.16,7.08,7.11,7.1,7.11,7.17
CLRSKY_SFC_SW_DWN,30.25,81.75,7.3,7.14,7.16,7.16,7.15,7.14,7.11,7.09,7.1,7.18,7.1,7.13,7.13,7.13,7.17,7.16,7.08,7.11,7.1,7.11,7.17
CLRSKY_SFC_SW_DWN,30.25,82.25,7.36,7.26,7.28,7.28,7.26,7.28,7.23,7.24,7.22,7.27,7.23,7.25,7.27,7.26,7.29,7.27,7.2,7.23,7.23,7.24,7.28
CLRSKY_SFC_SW_DWN,30.25,82.75,7.36,7.26,7.28,7.28,7.26,7.28,7.23,7.24,7.22,7.27,7.23,7.25,7.27,7.26,7.29,7.27,7.2,7.23,7.23,7.24,7.28
CLRSKY_SFC_SW_DWN,30.25,83.25,7.35,7.3,7.31,7.3,7.29,7.31,7.27,7.27,7.25,7.28,7.27,7.27,7.29,7.28,7.3,7.29,7.25,7.26,7.26,7.26,7.28
CLRSKY_SFC_SW_DWN,30.25,83.75,7.35,7.3,7.31,7.3,7.29,7.31,7.27,7.27,7.25,7.28,7.27,7.27,7.29,7.28,7.3,7.29,7.25,7.26,7.26,7.26,7.28
CLRSKY_SFC_SW_DWN,30.25,84.25,7.29,7.27,7.28,7.27,7.27,7.28,7.24,7.24,7.23,7.26,7.24,7.24,7.27,7.26,7.27,7.27,7.23,7.24,7.23,7.23,7.25
CLRSKY_SFC_SW_DWN,30.25,84.75,7.29,7.27,7.28,7.27,7.27,7.28,7.24,7.24,7.23,7.26,7.24,7.24,7.27,7.26,7.27,7.27,7.23,7.24,7.23,7.23,7.25
CLRSKY_SFC_SW_DWN,30.25,85.25,7.28,7.25,7.27,7.26,7.25,7.26,7.23,7.24,7.21,7.25,7.23,7.22,7.25,7.24,7.25,7.25,7.22,7.22,7.21,7.21,7.23
CLRSKY_SFC_SW_DWN,30.25,85.75,7.28,7.25,7.27,7.26,7.25,7.26,7.23,7.24,7.21,7.25,7.23,7.22,7.25,7.24,7.25,7.25,7.22,7.22,7.21,7.21,7.23
CLRSKY_SFC_SW_DWN,30.25,86.25,7.28,7.25,7.26,7.25,7.23,7.26,7.22,7.23,7.2,7.24,7.23,7.22,7.26,7.24,7.24,7.24,7.21,7.22,7.21,7.21,7.22
CLRSKY_SFC_SW_DWN,30.25,86.75,7.28,7.25,7.26,7.25,7.23,7.26,7.22,7.23,7.2,7.24,7.23,7.22,7.26,7.24,7.24,7.24,7.21,7.22,7.21,7.21,7.22
CLRSKY_SFC_SW_DWN,30.25,87.25,7.26,7.25,7.26,7.26,7.24,7.27,7.23,7.24,7.2,7.25,7.23,7.23,7.26,7.24,7.24,7.25,7.22,7.22,7.21,7.22,7.22
CLRSKY_SFC_SW_DWN,30.25,87.75,7.26,7.25,7.26,7.26,7.24,7.27,7.23,7.24,7.2,7.25,7.23,7.23,7.26,7.24,7.24,7.25,7.22,7.22,7.21,7.22,7.22
CLRSKY_SFC_SW_DWN,30.25,88.25,7.27,7.24,7.25,7.25,7.22,7.26,7.23,7.23,7.2,7.24,7.22,7.22,7.25,7.23,7.23,7.23,7.22,7.21,7.2,7.22,7.21
CLRSKY_SFC_SW_DWN,30.75,79.75,7.04,6.8,6.81,6.8,6.8,6.8,6.77,6.76,6.75,6.84,6.74,6.76,6.75,6.75,6.77,6.77,6.76,6.77,6.72,6.73,6.81
CLRSKY_SFC_SW_DWN,30.75,80.25,7.32,7.09,7.11,7.11,7.09,7.08,7.05,7.03,7.05,7.11,7.04,7.08,7.07,7.08,7.12,7.09,7.03,7.07,7.05,7.06,7.11
CLRSKY_SFC_SW_DWN,30.75,80.75,7.32,7.09,7.11,7.11,7.09,7.08,7.05,7.03,7.05,7.11,7.04,7.08,7.07,7.08,7.12,7.09,7.03,7.07,7.05,7.06,7.11
CLRSKY_SFC_SW_DWN,30.75,81.25,7.3,7.14,7.16,7.16,7.15,7.14,7.11,7.09,7.1,7.18,7.1,7.13,7.13,7.13,7.17,7.16,7.08,7.11,7.1,7.11,7.17
CLRSKY_SFC_SW_DWN,30.75,81.75,7.3,7.14,7.16,7.16,7.15,7.14,7.11,7.09,7.1,7.18,7.1,7.13,7.13,7.13,7.17,7.16,7.08,7.11,7.1,7.11,7.17
CLRSKY_SFC_SW_DWN,30.75,82.25,7.36,7.26,7.28,7.28,7.26,7.28,7.23,7.24,7.22,7.27,7.23,7.25,7.27,7.26,7.29,7.27,7.2,7.23,7.23,7.24,7.28
CLRSKY_SFC_SW_DWN,30.75,82.75,7.36,7.26,7.28,7.28,7.26,7.28,7.23,7.24,7.22,7.27,7.23,7.25,7.27,7.26,7.29,7.27,7.2,7.23,7.23,7.24,7.28
CLRSKY_SFC_SW_DWN,30.75,83.25,7.35,7.3,7.31,7.3,7.29,7.31,7.27,7.27,7.25,7.28,7.27,7.27,7.29,7.28,7.3,7.29,7.25,7.26,7.26,7.26,7.28
CLRSKY_SFC_SW_DWN,30.75,83.75,7.35,7.3,7.31,7.3,7.29,7.31,7.27,7.27,7.25,7.28,7.27,7.27,7.29,7.28,7.3,7.29,7.25,7.26,7.26,7.26,7.28
CLRSKY_SFC_SW_DWN,30.75,84.25,7.29,7.27,7.28,7.27,7.27,7.28,7.24,7.24,7.23,7.26,7.24,7.24,7.27,7.26,7.27,7.27,7.23,7.24,7.23,7.23,7.25
CLRSKY_SFC_SW_DWN,30.75,84.75,7.29,7.27,7.28,7.27,7.27,7.28,7.24,7.24,7.23,7.26,7.24,7.24,7.27,7.26,7.27,7.27,7.23,7.24,7.23,7.23,7.25
CLRSKY_SFC_SW_DWN,30.75,85.25,7.28,7.25,7.27,7.26,7.25,7.26,7.23,7.24,7.21,7.25,7.23,7.22,7.25,7.24,7.25,7.25,7.22,7.22,7.21,7.21,7.23
CLRSKY_SFC_SW_DWN,30.75,85.75,7.28,7.25,7.27,7.26,7.25,7.26,7.23,7.24,7.21,7.25,7.23,7.22,7.25,7.24,7.25,7.25,7.22,7.22,7.21,7.21,7.23
CLRSKY_SFC_SW_DWN,30.75,86.25,7.28,7.25,7.26,7.25,7.23,7.26,7.22,7.23,7.2,7.24,7.23,7.22,7.26,7.24,7.24,7.24,7.21,7.22,7.21,7.21,7.22
CLRSKY_SFC_SW_DWN,30.75,86.75,7.28,7.25,7.26,7.25,7.23,7.26,7.22,7.23,7.2,7.24,7.23,7.22,7.26,7.24,7.24,7.24,7.21,7.22,7.21,7.21,7.22
CLRSKY_SFC_SW_DWN,30.75,87.25,7.26,7.25,7.26,7.26,7.24,7.27,7.23,7.24,7.2,7.25,7.23,7.23,7.26,7.24,7.24,7.25,7.22,7.22,7.21,7.22,7.22
CLRSKY_SFC_SW_DWN,30.75,87.75,7.26,7.25,7.26,7.26,7.24,7.27,7.23,7.24,7.2,7.25,7.23,7.23,7.26,7.24,7.24,7.25,7.22,7.22,7.21,7.22,7.22
CLRSKY_SFC_SW_DWN,30.75,88.25,7.27,7.24,7.25,7.25,7.22,7.26,7.23,7.23,7.2,7.24,7.22,7.22,7.25,7.23,7.23,7.23,7.22,7.21,7.2,7.22,7.21
