PARAMETER,LAT,LON,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ALLSKY_SFC_SW_DWN,29.25,87.25,5.78,5.84,5.76,5.76,5.8,5.83,5.78,5.84,5.79,6.0,5.89,5.76,5.99,5.72,5.84,5.93,5.71,5.71,5.6,5.66,5.66
ALLSKY_SFC_SW_DWN,29.25,87.75,5.78,5.84,5.76,5.76,5.8,5.83,5.78,5.84,5.79,6.0,5.89,5.76,5.99,5.72,5.84,5.93,5.71,5.71,5.6,5.66,5.66
ALLSKY_SFC_SW_DWN,29.25,88.25,5.74,5.82,5.78,5.72,5.77,5.83,5.78,5.8,5.77,6.0,5.91,5.76,6.01,5.67,5.83,5.91,5.72,5.76,5.65,5.71,5.72
ALLSKY_SFC_SW_DWN,29.75,79.75,5.3,4.97,4.94,4.96,5.06,4.95,4.99,4.85,4.65,5.06,4.91,4.78,4.85,4.71,4.9,4.81,4.84,4.91,4.86,4.78,4.86
ALLSKY_SFC_SW_DWN,29.75,80.25,5.14,5.05,4.96,5.1,5.14,5.03,5.03,4.96,4.87,5.27,5.13,4.93,5.02,4.93,5.1,5.01,5.05,5.04,5.04,4.93,4.98
ALLSKY_SFC_SW_DWN,29.75,80.75,5.14,5.05,4.96,5.1,5.14,5.03,5.03,4.96,4.87,5.27,5.13,4.93,5.02,4.93,5.1,5.01,5.05,5.04,5.04,4.93,4.98
ALLSKY_SFC_SW_DWN,29.75,81.25,5.2,4.92,4.8,4.93,4.97,4.77,4.84,4.74,4.62,5.03,4.99,4.7,4.79,4.7,4.91,4.85,4.91,4.77,4.85,4.68,4.74
ALLSKY_SFC_SW_DWN,29.75,81.75,5.2,4.92,4.8,4.93,4.97,4.77,4.84,4.74,4.62,5.03,4.99,4.7,4.79,4.7,4.91,4.85,4.91,4.77,4.85,4.68,4.74
ALLSKY_SFC_SW_DWN,29.75,82.25,5.11,5.15,5.04,5.15,5.19,4.97,5.0,4.99,4.89,5.32,5.28,4.91,5.11,5.03,5.14,5.41,5.16,4.94,5.2,4.95,5.01
ALLSKY_SFC_SW_DWN,29.75,82.75,5.11,5.15,5.04,5.15,5.19,4.97,5.0,4.99,4.89,5.32,5.28,4.91,5.11,5.03,5.14,5.41,5.16,4.94,5.2,4.95,5.01
ALLSKY_SFC_SW_DWN,29.75,83.25,5.76,5.87,5.7,5.75,5.98,5.65,5.63,5.71,5.69,6.1,5.98,5.65,5.85,5.64,5.7,5.88,5.87,5.57,5.82,5.67,5.76
ALLSKY_SFC_SW_DWN,29.75,83.75,5.76,5.87,5.7,5.75,5.98,5.65,5.63,5.71,5.69,6.1,5.98,5.65,5.85,5.64,5.7,5.88,5.87,5.57,5.82,5.67,5.76
ALLSKY_SFC_SW_DWN,29.75,84.25,5.84,6.09,6.03,6.02,6.14,5.77,5.91,5.96,5.97,6.21,6.07,5.96,6.03,5.93,5.92,6.13,6.02,5.81,5.87,5.79,5.85
ALLSKY_SFC_SW_DWN,29.75,84.75,5.84,6.09,6.03,6.02,6.14,5.77,5.91,5.96,5.97,6.21,6.07,5.96,6.03,5.93,5.92,6.13,6.02,5.81,5.87,5.79,5.85
ALLSKY_SFC_SW_DWN,29.75,85.25,5.78,5.98,5.93,5.94,5.97,5.61,5.83,5.84,5.85,6.09,5.98,5.8,5.88,5.66,5.82,5.9,5.84,5.72,5.68,5.62,5.74
ALLSKY_SFC_SW_DWN,29.75,85.75,5.78,5.98,5.93,5.94,5.97,5.61,5.83,5.84,5.85,6.09,5.98,5.8,5.88,5.66,5.82,5.9,5.84,5.72,5.68,5.62,5.74
ALLSKY_SFC_SW_DWN,29.75,86.25,5.8,5.85,5.74,5.77,5.79,5.67,5.74,5.86,5.87,6.09,5.95,5.77,5.94,5.69,5.83,5.87,5.75,5.72,5.65,5.63,5.73
ALLSKY_SFC_SW_DWN,29.75,86.75,5.8,5.85,5.74,5.77,5.79,5.67,5.74,5.86,5.87,6.09,5.95,5.77,5.94,5.69,5.83,5.87,5.75,5.72,5.65,5.63,5.73
ALLSKY_SFC_SW_DWN,29.75,87.25,5.78,5.84,5.76,5.76,5.8,5.83,5.78,5.84,5.79,6.0,5.89,5.76,5.99,5.72,5.84,5.93,5.71,5.71,5.6,5.66,5.66
ALLSKY_SFC_SW_DWN,29.75,87.75,5.78,5.84,5.76,5.76,5.8,5.83,5.78,5.84,5.79,6.0,5.89,5.76,5.99,5.72,5.84,5.93,5.71,5.71,5.6,5.66,5.66
ALLSKY_SFC_SW_DWN,29.75,88.25,5.74,5.82,5.78,5.72,5.77,5.83,5.78,5.8,5.77,6.0,5.91,5.76,6.01,5.67,5.83,5.91,5.72,5.76,5.65,5.71,5.72
ALLSKY_SFC_SW_DWN,30.25,79.75,4.99,4.91,4.67,4.72,4.85,4.56,4.59,4.68,4.5,4.86,4.69,4.59,4.66,4.61,4.66,4.67,4.89,4.61,4.69,4.45,4.68
ALLSKY_SFC_SW_DWN,30.25,80.25,5.35,5.39,4.95,5.11,5.34,4.78,4.89,4.87,4.78,5.21,5.11,4.87,5.07,5.0,4.92,4.93,5.39,5.13,5.34,5.06,5.18
ALLSKY_SFC_SW_DWN,30.25,80.75,5.35,5.39,4.95,5.11,5.34,4.78,4.89,4.87,4.78,5.21,5.11,4.87,5.07,5.0,4.92,4.93,5.39,5.13,5.34,5.06,5.18
ALLSKY_SFC_SW_DWN,30.25,81.25,5.37,5.69,5.36,5.59,5.61,5.35,5.3,5.34,5.15,5.5,5.55,5.34,5.6,5.36,5.33,5.57,5.7,5.32,5.57,5.25,5.46
ALLSKY_SFC_SW_DWN,30.25,81.75,5.37,5.69,5.36,5.59,5.61,5.35,5.3,5.34,5.15,5.5,5.55,5.34,5.6,5.36,5.33,5.57,5.7,5.32,5.57,5.25,5.46
ALLSKY_SFC_SW_DWN,30.25,82.25,5.51,5.65,5.27,5.61,5.78,5.41,5.32,5.38,5.37,5.68,5.63,5.35,5.56,5.31,5.4,5.49,5.71,5.31,5.67,5.5,5.75
ALLSKY_SFC_SW_DWN,30.25,82.75,5.51,5.65,5.27,5.61,5.78,5.41,5.32,5.38,5.37,5.68,5.63,5.35,5.56,5.31,5.4,5.49,5.71,5.31,5.67,5.5,5.75
ALLSKY_SFC_SW_DWN,30.25,83.25,5.62,6.02,5.82,5.87,6.09,5.84,5.7,5.79,5.77,6.15,6.04,5.73,5.86,5.77,5.8,6.0,6.02,5.66,5.89,5.75,5.89
ALLSKY_SFC_SW_DWN,30.25,83.75,5.62,6.02,5.82,5.87,6.09,5.84,5.7,5.79,5.77,6.15,6.04,5.73,5.86,5.77,5.8,6.0,6.02,5.66,5.89,5.75,5.89
ALLSKY_SFC_SW_DWN,30.25,84.25,5.87,5.99,5.92,5.9,6.03,5.68,5.77,5.88,5.88,6.15,6.06,5.8,5.94,5.95,5.98,6.19,5.94,5.67,5.81,5.71,5.85
ALLSKY_SFC_SW_DWN,30.25,84.75,5.87,5.99,5.92,5.9,6.03,5.68,5.77,5.88,5.88,6.15,6.06,5.8,5.94,5.95,5.98,6.19,5.94,5.67,5.81,5.71,5.85
ALLSKY_SFC_SW_DWN,30.25,85.25,5.89,6.09,5.99,5.93,6.01,5.78,5.85,5.98,5.94,6.19,6.13,5.96,6.04,5.93,6.05,6.2,5.98,5.86,5.87,5.82,5.94
ALLSKY_SFC_SW_DWN,30.25,85.75,5.89,6.09,5.99,5.93,6.01,5.78,5.85,5.98,5.94,6.19,6.13,5.96,6.04,5.93,6.05,6.2,5.98,5.86,5.87,5.82,5.94
ALLSKY_SFC_SW_DWN,30.25,86.25,5.65,5.91,5.86,5.83,5.87,5.7,5.78,5.91,5.84,6.07,6.01,5.87,5.98,5.87,5.93,6.09,5.86,5.77,5.78,5.83,5.87
ALLSKY_SFC_SW_DWN,30.25,86.75,5.65,5.91,5.86,5.83,5.87,5.7,5.78,5.91,5.84,6.07,6.01,5.87,5.98,5.87,5.93,6.09,5.86,5.77,5.78,5.83,5.87
ALLSKY_SFC_SW_DWN,30.25,87.25,5.57,5.73,5.76,5.67,5.69,5.58,5.6,5.75,5.6,5.87,5.82,5.64,5.79,5.62,5.71,5.93,5.63,5.65,5.62,5.73,5.75
ALLSKY_SFC_SW_DWN,30.25,87.75,5.57,5.73,5.76,5.67,5.69,5.58,5.6,5.75,5.6,5.87,5.82,5.64,5.79,5.62,5.71,5.93,5.63,5.65,5.62,5.73,5.75
ALLSKY_SFC_SW_DWN,30.25,88.25,5.5,5.58,5.56,5.43,5.46,5.43,5.49,5.57,5.42,5.69,5.65,5.44,5.6,5.41,5.49,5.74,5.5,5.52,5.39,5.57,5.6
ALLSKY_SFC_SW_DWN,30.75,79.75,4.99,4.91,4.67,4.72,4.85,4.56,4.59,4.68,4.5,4.86,4.69,4.59,4.66,4.61,4.66,4.67,4.89,4.61,4.69,4.45,4.68
ALLSKY_SFC_SW_DWN,30.75,80.25,5.35,5.39,4.95,5.11,5.34,4.78,4.89,4.87,4.78,5.21,5.11,4.87,5.07,5.0,4.92,4.93,5.39,5.13,5.34,5.06,5.18
ALLSKY_SFC_SW_DWN,30.75,80.75,5.35,5.39,4.95,5.11,5.34,4.78,4.89,4.87,4.78,5.21,5.11,4.87,5.07,5.0,4.92,4.93,5.39,5.13,5.34,5.06,5.18
ALLSKY_SFC_SW_DWN,30.75,81.25,5.37,5.69,5.36,5.59,5.61,5.35,5.3,5.34,5.15,5.5,5.55,5.34,5.6,5.36,5.33,5.57,5.7,5.32,5.57,5.25,5.46
ALLSKY_SFC_SW_DWN,30.75,81.75,5.37,5.69,5.36,5.59,5.61,5.35,5.3,5.34,5.15,5.5,5.55,5.34,5.6,5.36,5.33,5.57,5.7,5.32,5.57,5.25,5.46
ALLSKY_SFC_SW_DWN,30.75,82.25,5.51,5.65,5.27,5.61,5.78,5.41,5.32,5.38,5.37,5.68,5.63,5.35,5.56,5.31,5.4,5.49,5.71,5.31,5.67,5.5,5.75
ALLSKY_SFC_SW_DWN,30.75,82.75,5.51,5.65,5.27,5.61,5.78,5.41,5.32,5.38,5.37,5.68,5.63,5.35,5.56,5.31,5.4,5.49,5.71,5.31,5.67,5.5,5.75
ALLSKY_SFC_SW_DWN,30.75,83.25,5.62,6.02,5.82,5.87,6.09,5.84,5.7,5.79,5.77,6.15,6.04,5.73,5.86,5.77,5.8,6.0,6.02,5.66,5.89,5.75,5.89
ALLSKY_SFC_SW_DWN,30.75,83.75,5.62,6.02,5.82,5.87,6.09,5.84,5.7,5.79,5.77,6.15,6.04,5.73,5.86,5.77,5.8,6.0,6.02,5.66,5.89,5.75,5.89
ALLSKY_SFC_SW_DWN,30.75,84.25,5.87,5.99,5.92,5.9,6.03,5.68,5.77,5.88,5.88,6.15,6.06,5.8,5.94,5.95,5.98,6.19,5.94,5.67,5.81,5.71,5.85
ALLSKY_SFC_SW_DWN,30.75,84.75,5.87,5.99,5.92,5.9,6.03,5.68,5.77,5.88,5.88,6.15,6.06,5.8,5.94,5.95,5.98,6.19,5.94,5.67,5.81,5.71,5.85
ALLSKY_SFC_SW_DWN,30.75,85.25,5.89,6.09,5.99,5.93,6.01,5.78,5.85,5.98,5.94,6.19,6.13,5.96,6.04,5.93,6.05,6.2,5.98,5.86,5.87,5.82,5.94
ALLSKY_SFC_SW_DWN,30.75,85.75,5.89,6.09,5.99,5.93,6.01,5.78,5.85,5.98,5.94,6.19,6.13,5.96,6.04,5.93,6.05,6.2,5.98,5.86,5.87,5.82,5.94
ALLSKY_SFC_SW_DWN,30.75,86.25,5.65,5.91,5.86,5.83,5.87,5.7,5.78,5.91,5.84,6.07,6.01,5.87,5.98,5.87,5.93,6.09,5.86,5.77,5.78,5.83,5.87
ALLSKY_SFC_SW_DWN,30.75,86.75,5.65,5.91,5.86,5.83,5.87,5.7,5.78,5.91,5.84,6.07,6.01,5.87,5.98,5.87,5.93,6.09,5.86,5.77,5.78,5.83,5.87
ALLSKY_SFC_SW_DWN,30.75,87.25,5.57,5.73,5.76,5.67,5.69,5.58,5.6,5.75,5.6,5.87,5.82,5.64,5.79,5.62,5.71,5.93,5.63,5.65,5.62,5.73,5.75
ALLSKY_SFC_SW_DWN,30.75,87.75,5.57,5.73,5.76,5.67,5.69,5.58,5.6,5.75,5.6,5.87,5.82,5.64,5.79,5.62,5.71,5.93,5.63,5.65,5.62,5.73,5.75
ALLSKY_SFC_SW_DWN,30.75,88.25,5.5,5.58,5.56,5.43,5.46,5.43,5.49,5.57,5.42,5.69,5.65,5.44,5.6,5.41,5.49,5.74,5.5,5.52,5.39,5.57,5.6
